image_name,brightness,sharpness,color_r,color_g,color_b
2023-03-24_09-26-41_UTC_3.jpg,163.434275,1660.2533490000003,124.26055,174.45456,189.0017
2023-03-24_09-26-41_UTC_1.jpg,142.6235,1997.59089744,71.622025,86.63384,88.620674
2023-03-24_09-26-41_UTC_4.jpg,136.408925,1376.505030994375,47.716076,71.68741,90.78305
2022-05-28_09-32-23_UTC.jpg,172.77385,827.556820449375,217.28532,217.2839,217.28636
2023-03-16_12-23-34_UTC_3.jpg,24.516525,1095.6014,5.7909493,5.607546,5.5563335
2023-03-16_12-23-34_UTC_1.jpg,16.101075,4442.45995,1.7542048,1.770541,1.7822634
2023-03-16_12-23-34_UTC_2.jpg,31.638275,918.78725,3.566539,3.3277004,3.2464604
2023-03-16_12-23-34_UTC_5.jpg,35.741575,1149.7364,4.520291,4.1382265,4.0185094
2023-03-16_12-23-34_UTC_6.jpg,36.899325,799.05655,2.7267601,2.2832603,2.1098742
2023-03-16_12-23-34_UTC_7.jpg,227.891725,2953.52545,70.29177,56.46691,226.56635
2023-03-16_12-23-34_UTC_4.jpg,15.514525,875.19105,3.9240618,3.8330898,3.7998354
2023-02-22_20-31-06_UTC.jpg,223.84655,10862.7882,250.57585,250.56732,250.18219
2022-12-02_10-51-23_UTC.jpg,168.39125,1466.6546879943749,116.24808,157.06601,210.9196
2022-05-26_15-23-13_UTC_2.jpg,103.4275,583.280164,116.21628,122.10498,127.18338
2022-05-26_15-23-13_UTC_1.jpg,115.05825,375.828219824375,125.46596,129.14877,135.79642
2023-01-02_04-38-39_UTC_1.jpg,38.306125,936.642653274375,19.559721,19.559721,19.559721
2023-01-02_04-38-39_UTC_2.jpg,111.593725,2531.4920961775,45.171272,50.62978,65.4244
2023-03-21_22-55-21_UTC.jpg,132.5632,2291.8941532743743,76.29749,97.444016,169.40361
2023-01-31_06-59-06_UTC_2.jpg,146.0437,948.682706,153.91106,151.55731,162.54832
2023-01-31_06-59-06_UTC_3.jpg,158.064125,891.54080359,193.38348,185.05681,188.69809
2023-01-31_06-59-06_UTC_4.jpg,162.08825,430.22494244,180.86395,172.2896,180.67859
2023-01-31_06-59-06_UTC_1.jpg,145.312725,610.832506734375,176.99963,169.4867,178.15945
2023-03-09_00-00-40_UTC.jpg,237.04845,1358.4596469443752,177.86119,226.96222,239.06018
2023-02-11_08-23-00_UTC_2.jpg,134.0735,3211.6285349943755,155.07101,147.03389,187.38687
2023-02-11_08-23-00_UTC_1.jpg,147.189625,3922.5100440943756,148.67084,148.13284,183.24466
2023-01-24_08-44-29_UTC_3.jpg,150.22465,899.0610994443748,159.66678,174.04971,203.36713
2023-01-24_08-44-29_UTC_4.jpg,160.061275,865.1103861693749,158.35252,169.46881,196.38591
2023-01-24_08-44-29_UTC_1.jpg,186.57855,706.14849264,177.31415,186.4583,212.0528
2023-01-24_08-44-29_UTC_2.jpg,182.415725,1295.5658002493751,188.19197,195.75874,219.02173
2023-03-09_20-00-04_UTC_1.jpg,57.666125,3913.71381775,21.261005,30.076658,52.210835
2023-03-09_20-00-04_UTC_2.jpg,47.429525,1408.5982815099999,10.363391,12.271753,16.72225
2023-01-06_18-36-54_UTC_1.jpg,135.9952,1652.870265609375,157.40271,168.83356,170.97014
2023-01-06_18-36-54_UTC_2.jpg,132.064075,1805.3918342743748,76.13754,77.32572,77.144745
2023-01-06_18-36-54_UTC_3.jpg,158.539975,2617.6283213975003,175.14381,184.13881,182.43771
2023-03-24_15-16-27_UTC_2.jpg,161.3471,1192.184364949375,178.52844,145.87375,102.894104
2023-03-24_15-16-27_UTC_1.jpg,161.2406,1256.5326739900001,178.57866,142.08167,92.32877
2023-03-10_16-00-25_UTC.jpg,128.469075,2146.8336643899997,38.648163,62.939457,96.18777
2023-02-24_13-08-10_UTC_2.jpg,21.00355,4678.7571497975,3.0588949,3.2786624,12.390282
2023-02-24_13-08-10_UTC_1.jpg,116.719375,1060.792113369375,23.40522,34.620007,57.165405
2023-02-13_19-24-20_UTC_3.jpg,235.117725,7147.0839,252.9991,252.9991,252.9991
